NU_INSCRICAO,NU_ANO,TP_FAIXA_ETARIA,TP_SEXO,TP_ESTADO_CIVIL,TP_COR_RACA,TP_NACIONALIDADE,TP_ST_CONCLUSAO,TP_ANO_CONCLUIU,TP_ENSINO,IN_TREINEIRO,CO_MUNICIPIO_PROVA,NO_MUNICIPIO_PROVA,CO_UF_PROVA,SG_UF_PROVA,Q001,Q002,Q003,Q004,Q005,Q006,Q007,Q008,Q009,Q010,Q011,Q012,Q013,Q014,Q015,Q016,Q017,Q018,Q019,Q020,Q021,Q022,Q023
210062066565,2024,8,F,1,1,1,1,5,,0,3170206,Uberlândia,31,MG,E,E,D,B,3,A,G,A,C,D,C,B,B,A,B,B,B,C,B,B,C,D,D
210062066566,2024,17,F,2,3,1,1,18,,0,2927408,Salvador,29,BA,E,B,B,D,3,B,F,A,C,C,B,A,B,A,B,A,A,B,A,A,B,B,B
210062066567,2024,1,F,1,1,1,3,0,,1,4300406,Alegrete,43,RS,B,B,C,B,4,A,B,A,B,C,B,A,B,A,B,A,A,B,A,B,A,B,A
210062066568,2024,1,M,1,1,1,3,0,,1,4209102,Joinville,42,SC,E,E,B,C,5,A,F,B,D,D,B,A,B,B,B,B,B,C,A,B,B,D,E
210062066569,2024,2,M,1,1,1,2,0,1.0,0,4115200,Maringá,41,PR,D,D,B,B,6,A,E,A,B,D,B,A,B,A,B,B,A,A,A,B,B,E,A
210062066570,2024,9,F,1,3,1,1,6,,0,4106902,Curitiba,41,PR,H,C,F,B,4,A,D,A,C,D,A,A,B,A,B,B,B,D,B,B,C,E,A
210062066571,2024,3,M,1,3,1,2,0,1.0,0,4113700,Londrina,41,PR,E,F,C,B,4,A,F,B,B,D,C,A,B,A,B,B,B,B,A,B,C,D,A
210062066572,2024,6,M,1,1,1,1,4,,0,3548500,Santos,35,SP,D,B,D,F,1,B,C,A,B,C,A,A,B,A,B,B,A,B,A,B,B,B,A
210062066573,2024,14,F,1,1,1,1,18,,0,4305108,Caxias do Sul,43,RS,C,E,C,B,2,B,C,A,B,B,A,A,B,A,B,B,A,B,A,A,B,C,C
210062066574,2024,14,F,2,4,1,1,18,,0,3304557,Rio de Janeiro,33,RJ,G,E,E,D,3,B,H,A,C,D,B,A,B,A,B,B,B,D,B,B,C,D,D
210062066575,2024,2,M,1,2,1,3,0,,1,3306008,Três Rios,33,RJ,B,E,C,D,3,A,E,A,B,C,B,A,B,A,B,A,B,B,A,B,B,D,D
210062066576,2024,13,M,0,2,1,1,18,,0,2927408,Salvador,29,BA,E,E,C,F,2,B,D,A,C,D,C,B,B,B,B,B,A,C,A,B,C,E,D
210062066577,2024,7,F,1,3,1,1,4,,0,3304557,Rio de Janeiro,33,RJ,C,C,C,B,1,B,E,A,B,B,A,A,B,A,B,B,B,B,A,B,B,B,A
210062066578,2024,2,F,1,2,1,3,0,,1,4317301,Santa Vitória do Palmar,43,RS,H,D,F,B,2,B,C,A,B,B,A,A,B,A,A,A,A,B,A,B,A,C,A
210062066579,2024,14,F,2,3,1,1,18,,0,1506807,Santarém,15,PA,A,A,A,B,3,A,A,A,B,C,A,A,B,A,A,A,A,B,A,A,A,B,A
210062066580,2024,14,F,1,3,1,2,0,1.0,0,2500502,Alagoinha,25,PB,B,B,A,A,5,A,B,A,B,C,A,A,B,A,A,A,A,B,A,A,A,B,A
210062066581,2024,11,F,1,3,1,1,0,,0,2304400,Fortaleza,23,CE,G,G,E,E,4,B,F,A,C,D,B,A,B,A,B,B,A,B,A,B,B,E,E
210062066582,2024,8,F,1,1,1,1,0,,0,4118501,Pato Branco,41,PR,B,C,A,B,2,A,B,A,B,C,A,A,B,A,B,B,A,B,A,B,A,C,A
210062066583,2024,3,M,1,1,1,2,0,1.0,0,4309001,Giruá,43,RS,C,D,D,D,4,B,F,B,C,D,B,A,B,B,B,B,B,C,B,B,B,E,A
210062066584,2024,14,F,2,3,1,1,18,,0,3301306,Casimiro de Abreu,33,RJ,E,D,C,F,3,A,B,A,B,C,A,A,B,A,A,A,A,B,A,A,A,C,A
210062066585,2024,7,M,1,1,1,1,5,,0,3503802,Artur Nogueira,35,SP,E,G,C,E,3,B,G,A,C,D,C,A,B,A,B,B,A,C,A,B,B,E,A
210062066586,2024,6,F,1,1,1,1,0,,0,2408102,Natal,24,RN,H,B,B,B,3,A,B,A,B,C,A,A,A,B,A,A,A,B,A,B,A,B,C
210062066587,2024,4,F,1,3,1,3,0,,1,1600303,Macapá,16,AP,B,E,B,D,3,A,B,A,B,C,A,A,B,B,B,A,A,B,A,A,A,D,A
210062066588,2024,11,M,1,1,1,4,0,,0,4314407,Pelotas,43,RS,C,C,B,F,18,B,B,A,C,D,B,A,B,A,B,B,A,D,A,B,A,E,A
210062066589,2024,7,F,1,3,1,1,3,,0,3550308,São Paulo,35,SP,D,D,C,C,5,A,G,A,B,C,A,A,B,A,B,B,A,B,A,B,A,E,A
210062066590,2024,4,M,1,3,1,2,0,1.0,0,1302603,Manaus,13,AM,E,E,D,F,5,A,B,A,B,D,A,A,B,A,A,A,A,C,A,B,A,D,A
210062066591,2024,2,F,1,2,1,2,0,,0,2925501,Prado,29,BA,B,B,A,B,3,A,C,A,B,C,A,A,B,A,A,A,A,B,A,A,A,B,A
210062066592,2024,5,M,1,3,1,1,3,,0,2611606,Recife,26,PE,D,E,B,B,3,B,D,A,B,C,A,A,B,A,B,B,B,B,A,B,A,D,A
210062066593,2024,11,F,2,3,1,1,9,,0,5002704,Campo Grande,50,MS,E,G,F,E,3,A,F,B,C,C,B,A,B,A,B,B,B,B,A,B,D,D,D
210062066594,2024,6,F,1,2,1,1,4,,0,3548906,São Carlos,35,SP,D,B,C,C,2,A,C,A,B,C,A,A,B,A,A,A,A,B,A,B,B,C,A
210062066595,2024,8,M,1,1,1,1,5,,0,3106200,Belo Horizonte,31,MG,C,E,F,B,3,B,D,B,B,D,B,B,B,A,B,B,B,B,B,B,B,D,A
210062066596,2024,3,M,1,3,1,1,1,,0,5003207,Corumbá,50,MS,E,D,C,F,5,A,C,A,B,C,A,B,B,A,A,A,A,B,A,B,A,C,A
210062066597,2024,10,M,1,1,1,1,6,,0,4314902,Porto Alegre,43,RS,F,E,E,B,2,B,L,A,C,C,A,A,B,A,B,B,B,D,A,B,A,B,A
210062066598,2024,2,M,0,2,1,2,0,1.0,0,3552502,Suzano,35,SP,B,C,C,C,3,A,B,A,B,A,B,A,B,A,B,B,A,B,A,B,A,B,A
210062066599,2024,2,M,1,3,1,2,0,2.0,0,3510609,Carapicuíba,35,SP,F,F,D,C,2,A,C,A,B,C,B,A,B,A,B,B,A,B,A,B,B,C,D
210062066600,2024,2,F,1,2,1,3,0,,1,4304606,Canoas,43,RS,C,E,B,B,2,A,D,A,B,C,A,A,B,A,A,A,A,D,B,B,B,C,A
210062066601,2024,9,F,1,4,1,1,6,,0,3106200,Belo Horizonte,31,MG,B,B,B,B,5,A,B,A,B,C,A,A,B,A,B,B,A,B,A,B,A,D,A
210062066602,2024,1,F,1,1,1,4,0,,0,5221601,Uruaçu,52,GO,C,G,A,F,3,A,D,B,D,D,B,B,B,A,B,B,B,C,A,B,A,D,F
210062066603,2024,13,M,2,3,1,2,0,,0,2203909,Floriano,22,PI,A,A,A,A,3,B,B,A,B,D,A,B,B,A,B,B,A,B,B,B,A,E,A
210062066604,2024,2,F,1,1,1,3,0,,1,4303509,Camaquã,43,RS,C,C,C,A,3,A,C,A,B,C,B,A,B,A,A,A,B,B,A,B,A,C,A
210062066605,2024,5,F,1,3,1,2,0,,0,2927408,Salvador,29,BA,H,D,B,B,4,A,C,A,B,D,A,B,B,A,B,B,A,B,A,B,B,D,A
210062066606,2024,7,M,1,3,1,1,4,,0,2307601,Limoeiro do Norte,23,CE,E,E,B,D,4,B,E,A,C,D,A,B,B,A,B,B,A,C,A,B,B,E,C
210062066607,2024,5,F,1,2,1,1,1,,0,5300108,Brasília,53,DF,B,C,F,B,4,A,C,A,B,D,A,A,B,A,A,A,A,B,A,B,A,D,A
210062066608,2024,10,F,1,3,1,1,9,,0,1721000,Palmas,17,TO,E,E,C,B,1,B,B,A,B,B,A,A,B,A,A,A,A,A,A,B,B,B,A
210062066609,2024,11,M,3,1,1,1,13,,0,4316907,Santa Maria,43,RS,C,F,C,D,2,B,C,A,B,B,B,A,B,A,B,A,A,B,A,B,B,B,A
210062066610,2024,3,F,1,1,1,1,1,,0,3131901,Itabirito,31,MG,F,F,D,D,5,A,G,A,C,D,B,A,B,A,B,B,B,B,A,B,B,D,B
210062066611,2024,3,F,0,1,1,2,0,1.0,0,4314902,Porto Alegre,43,RS,D,E,F,B,3,A,D,A,B,C,B,A,B,A,B,B,B,B,B,B,C,D,A
210062066612,2024,6,M,1,2,1,1,2,,0,3509007,Caieiras,35,SP,E,F,D,D,5,B,I,A,B,C,C,A,B,A,B,B,B,C,B,B,B,E,A
210062066613,2024,14,M,2,3,1,1,0,,0,2700300,Arapiraca,27,AL,H,H,A,A,3,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
210062066614,2024,9,F,1,1,1,1,6,,0,4303509,Camaquã,43,RS,E,E,F,B,2,A,C,A,B,C,A,A,B,A,B,B,A,C,A,B,A,C,A
210062066615,2024,14,F,0,3,1,2,0,,0,1300102,Anori,13,AM,A,C,A,A,4,A,A,A,C,D,A,A,B,A,B,A,A,B,A,A,A,D,A
210062066616,2024,16,M,2,3,1,1,0,,0,3530607,Mogi das Cruzes,35,SP,B,B,C,C,3,B,D,A,B,C,B,A,B,A,B,B,A,B,B,B,B,D,A
210062066617,2024,7,M,1,1,1,1,3,,0,1501402,Belém,15,PA,D,D,F,B,2,A,C,A,B,C,A,A,B,A,B,A,A,C,A,B,B,C,B
210062066618,2024,12,M,2,3,1,1,0,,0,4115200,Maringá,41,PR,H,E,F,B,4,B,C,A,C,D,B,A,B,A,B,B,A,B,A,B,B,D,A
210062066619,2024,15,M,2,3,1,1,18,,0,2915601,Itamaraju,29,BA,B,D,D,B,4,B,J,A,C,D,C,B,B,B,A,B,A,B,A,B,B,D,A
210062066620,2024,4,F,1,1,1,1,1,,0,4314407,Pelotas,43,RS,H,E,F,B,3,A,B,A,B,C,A,A,B,A,B,B,A,A,A,B,A,D,A
210062066621,2024,5,M,1,3,1,1,0,,0,5300108,Brasília,53,DF,D,H,D,F,4,A,I,A,C,D,B,A,B,A,B,B,B,B,A,B,B,E,A
210062066622,2024,8,F,1,3,2,1,5,,0,5208608,Goianésia,52,GO,B,E,F,B,3,B,B,A,B,B,A,A,B,A,A,A,A,B,A,B,A,B,A
210062066623,2024,15,M,1,1,1,1,18,,0,4304408,Canela,43,RS,C,B,F,B,1,A,C,A,B,C,B,A,B,A,B,B,B,C,A,B,B,B,A
210062066624,2024,3,M,1,3,1,2,0,1.0,0,1501204,Baião,15,PA,G,G,D,D,4,A,E,A,B,C,A,A,B,A,B,A,A,A,A,B,B,C,A
210062066625,2024,2,F,1,2,1,3,0,,1,3526902,Limeira,35,SP,E,G,D,E,3,A,P,A,D,D,B,A,B,A,B,B,B,C,B,B,C,D,D
210062066626,2024,12,M,2,1,1,1,13,,0,4103701,Cambé,41,PR,C,C,B,B,3,B,G,A,B,C,B,A,B,A,B,B,A,B,A,B,B,C,A
210062066627,2024,18,F,2,1,1,1,18,,0,4307708,Esteio,43,RS,C,A,C,B,4,A,P,A,D,D,C,A,C,B,B,A,B,C,B,B,D,E,C
210062066628,2024,11,M,1,2,1,1,8,,0,2930204,Sento Sé,29,BA,A,B,A,A,4,A,A,A,B,B,A,A,B,A,A,A,A,A,A,A,A,B,A
210062066629,2024,6,M,1,3,1,1,0,,0,2408003,Mossoró,24,RN,C,E,A,A,1,B,B,A,B,B,A,A,B,A,A,A,A,A,A,A,A,B,A
210062066630,2024,12,M,1,2,1,1,12,,0,2927408,Salvador,29,BA,B,B,A,A,4,A,B,A,B,B,A,A,B,A,A,A,A,B,A,A,A,A,A
210062066631,2024,12,M,0,3,1,1,15,,0,3304557,Rio de Janeiro,33,RJ,E,E,D,D,2,B,D,A,B,B,A,A,B,A,A,A,B,B,A,B,B,C,D
210062066632,2024,3,F,1,2,1,2,0,1.0,0,3127701,Governador Valadares,31,MG,B,E,A,A,4,A,B,A,B,D,A,A,B,A,A,A,A,B,A,B,A,E,A
210062066633,2024,15,F,1,2,1,1,18,,0,2611606,Recife,26,PE,B,B,C,C,4,A,C,A,B,C,A,A,B,A,B,A,A,B,A,B,A,B,A
210062066634,2024,11,M,1,3,1,1,6,,0,4314902,Porto Alegre,43,RS,A,A,A,A,1,B,C,A,B,B,A,A,B,A,A,B,A,B,A,B,B,B,A
210062066635,2024,11,M,1,2,2,1,8,,0,2905701,Camaçari,29,BA,B,B,C,C,2,B,B,A,B,C,A,A,B,A,A,A,A,B,A,B,A,C,A
210062066636,2024,1,F,1,3,1,3,0,,1,3305109,São João de Meriti,33,RJ,E,E,C,D,4,A,C,A,B,B,A,A,B,A,B,A,B,B,B,B,B,E,E
210062066637,2024,11,M,1,3,1,1,7,,0,3550308,São Paulo,35,SP,E,G,D,D,1,B,D,A,B,B,A,B,B,A,A,B,A,B,A,B,A,B,A
210062066638,2024,3,F,1,2,1,2,0,1.0,0,2101905,Bequimão,21,MA,A,C,A,B,3,A,B,A,B,C,A,A,B,A,A,A,A,A,A,B,A,B,A
210062066639,2024,13,F,1,1,1,1,18,,0,2111300,São Luís,21,MA,B,D,A,A,1,B,B,A,B,C,B,A,B,A,B,A,A,B,A,B,B,B,A
210062066640,2024,1,F,1,3,1,3,0,,1,3168705,Timóteo,31,MG,E,E,B,F,5,B,C,A,C,C,B,A,B,A,B,B,A,B,B,B,B,E,A
210062066641,2024,4,M,1,2,1,2,0,1.0,0,3551009,São Vicente,35,SP,E,D,F,F,2,B,B,A,B,C,A,B,B,A,B,B,A,B,A,B,A,D,A
210062066642,2024,7,M,1,1,1,1,0,,0,4320008,Sapucaia do Sul,43,RS,C,D,D,B,4,A,D,A,C,C,B,A,B,B,B,B,B,B,B,B,B,E,A
210062066643,2024,4,M,1,3,1,1,1,,0,1100205,Porto Velho,11,RO,D,E,B,B,3,A,B,A,B,B,A,A,B,A,B,A,A,A,A,B,A,D,A
210062066644,2024,16,F,3,1,1,1,18,,0,2111300,São Luís,21,MA,E,E,B,B,2,A,A,A,B,A,A,A,B,A,A,A,A,B,A,A,A,B,A
210062066645,2024,7,F,1,3,1,1,4,,0,2611606,Recife,26,PE,E,E,B,F,2,A,B,A,B,C,A,A,B,A,A,B,A,B,A,B,A,C,A
210062066646,2024,11,M,1,3,1,1,9,,0,3131703,Itabira,31,MG,E,E,D,A,1,B,C,A,B,B,A,B,B,A,A,A,A,A,A,B,B,B,A
210062066647,2024,2,M,1,3,1,3,0,,1,5300108,Brasília,53,DF,F,F,D,F,5,A,O,C,D,D,C,A,B,B,B,B,A,D,B,B,B,E,D
210062066648,2024,4,M,1,5,1,2,0,1.0,0,1304062,Tabatinga,13,AM,D,C,A,A,6,A,B,A,B,C,A,A,A,B,A,A,A,B,A,A,A,A,A
210062066649,2024,4,M,1,1,1,1,1,,0,3304557,Rio de Janeiro,33,RJ,D,E,D,D,1,A,B,A,B,B,A,A,B,A,B,B,A,B,A,B,B,B,A
210062066650,2024,2,F,1,1,1,3,0,,1,3145208,Nova Serrana,31,MG,B,E,C,D,4,A,B,A,A,B,A,A,B,A,A,A,A,A,A,A,A,B,A
210062066651,2024,1,F,1,1,1,3,0,,1,5208004,Formosa,52,GO,G,E,D,C,3,A,J,A,C,D,B,A,B,A,B,A,B,B,A,B,B,D,D
210062066652,2024,8,F,1,3,1,1,4,,0,4316907,Santa Maria,43,RS,E,D,C,B,7,A,D,A,B,D,D,A,B,A,B,B,A,C,A,B,A,E,A
210062066653,2024,4,F,1,1,1,1,2,,0,4316907,Santa Maria,43,RS,D,E,C,F,5,A,A,A,B,D,B,A,B,A,B,B,B,B,B,B,C,E,A
210062066654,2024,11,F,2,1,1,1,9,,0,2509701,Monteiro,25,PB,B,C,B,B,2,B,B,A,B,C,A,B,B,A,A,A,A,B,A,B,A,B,A
210062066655,2024,6,F,1,2,1,1,0,,0,2105302,Imperatriz,21,MA,B,A,A,A,5,A,B,A,B,C,A,A,B,A,A,A,A,B,A,A,A,C,A
210062066656,2024,11,F,2,3,1,1,9,,0,2103208,Chapadinha,21,MA,B,B,C,B,4,A,B,A,B,B,A,A,B,A,A,A,A,B,A,A,A,B,A
210062066657,2024,2,M,1,3,1,3,0,,1,5208707,Goiânia,52,GO,F,F,D,F,5,A,G,A,D,D,C,B,B,A,B,B,A,C,A,B,C,E,D
210062066658,2024,11,M,2,1,1,1,12,,0,3170404,Unaí,31,MG,E,G,C,D,2,B,F,A,C,D,B,B,B,A,B,B,B,B,A,B,D,D,B
210062066659,2024,3,F,1,1,1,1,1,,0,3554003,Tatuí,35,SP,E,E,C,C,3,A,D,A,B,C,B,B,B,A,B,B,B,B,B,B,B,D,A
210062066660,2024,8,M,1,1,1,1,6,,0,3143302,Montes Claros,31,MG,E,D,A,A,1,B,B,A,B,B,A,A,B,B,A,A,A,B,A,B,B,B,A
210062066661,2024,2,F,1,1,1,2,0,1.0,0,3513801,Diadema,35,SP,H,H,C,E,5,A,B,A,C,C,B,B,B,A,B,A,A,B,A,B,A,D,A
210062066662,2024,11,F,1,3,1,1,6,,0,5211909,Jataí,52,GO,B,E,B,B,1,A,A,A,B,B,A,A,B,A,A,A,A,B,A,A,A,A,A
210062066663,2024,5,F,1,2,1,1,2,,0,3509502,Campinas,35,SP,H,E,F,B,2,B,B,A,B,C,A,A,B,A,B,B,A,B,A,B,B,C,A
210062066664,2024,15,F,2,1,1,1,18,,0,2600104,Afogados da Ingazeira,26,PE,A,A,C,A,6,B,F,A,C,D,C,A,B,A,A,B,A,B,A,B,B,D,A
210062066665,2024,11,M,1,3,1,1,10,,0,2107506,Paço do Lumiar,21,MA,B,E,B,A,3,B,C,A,B,C,B,A,B,A,A,A,A,B,B,B,A,B,A
210062066666,2024,12,F,1,3,1,1,13,,0,1501402,Belém,15,PA,B,A,A,A,3,B,B,A,B,B,A,A,B,A,A,A,A,B,A,A,A,B,A
210062066667,2024,3,F,1,1,1,1,1,,0,3205200,Vila Velha,32,ES,E,E,C,D,3,A,D,A,C,D,C,A,B,A,B,B,A,B,A,B,B,D,A
210062066668,2024,11,F,2,1,1,1,7,,0,4313409,Novo Hamburgo,43,RS,D,B,C,F,2,B,F,A,B,B,B,A,B,A,B,B,A,B,A,B,A,C,C
210062066669,2024,14,F,2,2,1,1,18,,0,3304557,Rio de Janeiro,33,RJ,F,B,B,B,2,B,B,A,B,B,A,A,B,A,B,B,A,B,A,B,A,B,A
210062066670,2024,3,F,1,3,1,2,0,1.0,0,1302504,Manacapuru,13,AM,C,C,C,B,5,A,C,A,B,C,A,A,B,A,B,A,A,C,A,B,A,E,A
210062066671,2024,5,M,1,1,1,1,2,,0,3552205,Sorocaba,35,SP,F,E,D,B,4,B,C,A,B,C,A,B,B,A,B,B,B,B,A,B,B,E,A
210062066672,2024,3,M,1,4,1,1,1,,0,2101202,Bacabal,21,MA,A,E,A,A,3,A,B,A,B,B,A,B,B,A,A,A,A,B,A,A,A,B,A
210062066673,2024,1,F,1,1,1,3,0,,1,2927408,Salvador,29,BA,F,F,D,D,2,A,G,A,B,C,B,A,B,A,B,B,B,B,A,B,C,C,D
210062066674,2024,1,M,1,1,1,3,0,,1,5002704,Campo Grande,50,MS,E,E,E,B,3,B,I,A,C,C,B,A,B,A,B,B,A,B,B,B,B,B,D
210062066675,2024,1,F,1,1,2,3,0,,1,3127107,Frutal,31,MG,E,E,C,F,4,A,E,A,B,D,B,C,B,B,B,A,A,C,B,B,B,E,A
210062066676,2024,4,F,1,3,1,1,2,,0,1501402,Belém,15,PA,E,E,D,F,5,A,B,A,B,C,A,B,B,A,A,A,A,B,A,A,A,B,D
210062066677,2024,4,F,1,3,1,1,1,,0,2910800,Feira de Santana,29,BA,B,F,A,A,2,A,A,A,B,C,A,A,B,A,A,A,A,B,A,B,A,C,B
210062066678,2024,18,F,1,3,1,1,18,,0,2304400,Fortaleza,23,CE,B,A,C,C,2,B,F,A,C,C,B,A,B,A,B,A,A,B,B,B,B,C,A
210062066679,2024,10,F,2,3,1,1,8,,0,2109809,Santa Helena,21,MA,B,D,A,A,3,A,A,A,B,C,A,A,B,A,A,A,A,B,A,B,A,B,A
210062066680,2024,2,M,1,1,1,3,0,,1,4314902,Porto Alegre,43,RS,E,F,F,C,4,A,K,A,C,D,B,A,B,B,B,B,B,C,B,B,D,E,D
210062066681,2024,7,M,1,3,1,1,4,,0,2613008,São Bento do Una,26,PE,B,B,A,A,8,A,A,A,B,C,A,A,B,A,A,A,A,B,A,A,A,B,A
210062066682,2024,2,F,1,3,1,3,0,,1,1508209,Vigia,15,PA,D,E,C,B,5,A,A,A,B,B,A,A,B,A,A,A,A,A,A,A,A,B,A
210062066683,2024,7,F,1,1,1,1,2,,0,4304630,Capão da Canoa,43,RS,E,C,C,B,2,B,E,A,B,C,B,A,B,A,B,B,B,B,A,B,B,C,A
210062066684,2024,10,M,1,1,1,1,6,,0,5002704,Campo Grande,50,MS,E,E,B,C,3,B,G,A,C,C,B,B,B,B,B,B,B,B,A,B,B,D,A
210062066685,2024,6,F,1,1,1,1,4,,0,3170206,Uberlândia,31,MG,G,G,D,D,4,A,C,A,C,D,C,B,B,B,B,A,B,B,A,B,D,D,D
210062066686,2024,5,M,1,2,1,2,0,1.0,0,4318804,São Lourenço do Sul,43,RS,B,D,B,B,6,A,C,A,B,C,A,A,C,A,B,A,A,C,A,A,B,E,A
210062066687,2024,11,M,1,1,1,1,0,,0,4307609,Estância Velha,43,RS,A,D,C,C,2,B,C,A,B,C,B,A,B,A,B,B,A,B,B,B,A,C,A
210062066688,2024,1,F,1,1,1,3,0,,1,4105508,Cianorte,41,PR,G,G,D,E,6,A,K,A,D,D,C,A,C,B,B,B,B,D,B,B,E,E,A
210062066689,2024,6,F,1,3,1,1,0,,0,3200607,Aracruz,32,ES,H,E,B,B,5,A,C,A,B,C,A,A,B,A,A,A,A,B,A,A,A,B,A
210062066690,2024,9,F,1,3,1,1,6,,0,3168002,Taiobeiras,31,MG,C,C,A,A,3,A,C,A,B,C,B,B,B,A,A,A,A,B,A,B,B,B,A
210062066691,2024,1,M,1,3,1,3,0,,1,2926608,Ribeira do Pombal,29,BA,F,F,D,D,4,A,F,A,C,D,B,A,B,A,B,B,A,C,A,B,B,E,A
210062066692,2024,12,M,2,1,1,1,16,,0,3170206,Uberlândia,31,MG,E,G,D,D,2,B,L,B,C,C,B,A,B,A,B,B,B,C,B,B,B,C,B
210062066693,2024,5,F,1,4,1,1,2,,0,3550308,São Paulo,35,SP,E,F,F,F,6,A,E,A,C,C,B,A,B,A,B,B,A,B,A,B,B,C,D
210062066694,2024,12,F,2,1,1,1,15,,0,4314407,Pelotas,43,RS,B,E,B,B,3,B,F,A,B,C,B,B,B,A,B,B,A,B,A,B,A,C,A
210062066695,2024,11,M,1,1,1,1,9,,0,4300604,Alvorada,43,RS,H,H,F,F,1,A,A,A,B,B,A,B,B,A,B,B,B,B,A,B,B,B,A
210062066696,2024,9,M,1,1,1,1,0,,0,4101903,Assaí,41,PR,B,E,C,B,4,B,D,A,B,D,B,B,B,A,B,B,A,B,A,B,B,E,A
210062066697,2024,15,F,2,3,1,1,18,,0,5208707,Goiânia,52,GO,A,B,A,A,4,A,D,A,C,C,B,A,B,A,B,B,A,C,A,B,B,D,A
210062066698,2024,8,F,1,3,1,1,0,,0,4317301,Santa Vitória do Palmar,43,RS,B,C,B,B,5,B,B,A,B,C,B,A,B,B,B,B,A,C,A,B,B,C,A
210062066699,2024,3,M,1,1,1,2,0,1.0,0,4309308,Guaíba,43,RS,E,E,E,B,2,B,B,A,B,B,A,A,B,A,B,B,A,B,A,B,C,C,A
210062066700,2024,2,M,1,3,1,2,0,1.0,0,5103403,Cuiabá,51,MT,E,E,F,F,5,A,K,A,C,D,C,A,B,A,B,B,B,C,B,B,C,E,A
210062066701,2024,3,F,1,2,1,2,0,1.0,0,3543402,Ribeirão Preto,35,SP,H,H,A,A,2,A,A,A,B,B,A,A,B,A,A,A,A,A,A,A,A,A,A
210062066702,2024,1,F,1,3,1,3,0,,1,2211308,Valença do Piauí,22,PI,F,E,B,B,4,A,B,A,B,C,A,B,B,A,A,A,A,B,A,B,A,D,A
210062066703,2024,5,F,1,1,1,1,2,,0,2207702,Parnaíba,22,PI,C,C,F,A,3,A,A,A,B,C,A,B,B,A,A,A,A,B,A,B,A,B,A
210062066704,2024,15,M,0,1,1,1,18,,0,4117602,Palmas,41,PR,C,D,C,B,3,B,J,A,C,D,C,A,B,A,B,B,B,C,B,B,C,C,A
210062066705,2024,13,F,0,2,1,1,18,,0,4300604,Alvorada,43,RS,F,E,D,D,2,B,H,A,C,C,B,A,B,A,B,B,A,C,A,B,B,D,D
210062066706,2024,10,M,1,3,1,1,8,,0,2516904,Uiraúna,25,PB,B,E,B,B,2,B,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A
210062066707,2024,7,M,1,3,1,1,3,,0,3516309,Francisco Morato,35,SP,E,C,A,A,3,A,B,A,B,B,A,B,B,A,A,A,A,A,A,A,A,B,A
210062066708,2024,4,F,1,3,1,1,1,,0,2111300,São Luís,21,MA,A,E,A,A,5,A,B,A,B,C,A,A,B,A,B,A,A,B,A,B,B,C,C
210062066709,2024,1,M,1,1,3,3,0,,1,4209102,Joinville,42,SC,G,E,D,C,5,A,G,A,C,D,B,A,B,A,B,B,B,C,B,B,C,E,A
210062066710,2024,13,M,2,3,1,1,18,,0,1506807,Santarém,15,PA,D,C,A,A,4,B,C,A,B,B,A,A,B,A,A,B,A,B,A,B,B,C,A
210062066711,2024,4,F,1,3,1,1,2,,0,5300108,Brasília,53,DF,H,E,F,F,5,A,A,A,B,D,A,A,B,A,A,B,A,B,A,B,A,B,A
210062066712,2024,10,F,1,1,1,1,7,,0,2606408,Gravatá,26,PE,A,A,A,A,3,A,B,A,B,C,A,A,A,A,A,A,A,B,A,A,A,C,A
210062066713,2024,11,M,1,2,1,1,10,,0,3106705,Betim,31,MG,B,E,B,D,2,B,C,A,B,B,A,A,B,A,A,A,A,A,A,B,B,C,A
210062066714,2024,1,M,1,2,1,3,0,,1,2516003,Solânea,25,PB,E,F,D,D,4,A,E,A,B,D,A,B,B,A,A,A,A,B,A,B,B,E,A
210062066715,2024,4,F,1,1,1,1,1,,0,1501402,Belém,15,PA,G,G,E,D,3,A,G,D,D,D,B,A,B,B,B,B,B,D,B,B,C,D,D
210062066716,2024,5,M,1,1,1,1,1,,0,3304557,Rio de Janeiro,33,RJ,D,G,B,F,4,A,B,A,B,B,B,A,B,A,B,A,A,B,A,B,B,E,D
210062066717,2024,8,F,1,2,1,1,5,,0,2930501,Serrinha,29,BA,C,C,A,A,1,B,B,A,B,D,A,A,B,A,A,A,A,B,A,A,A,B,A
210062066718,2024,11,F,1,3,1,2,0,,0,4117909,Palotina,41,PR,H,C,B,B,3,A,B,A,B,C,C,A,B,A,B,B,B,C,B,B,B,D,A
210062066719,2024,3,M,1,5,1,2,0,1.0,0,1506807,Santarém,15,PA,H,G,A,D,6,A,C,A,B,C,B,A,B,A,B,A,A,C,B,B,A,E,A
210062066720,2024,7,M,1,3,1,1,5,,0,3168705,Timóteo,31,MG,E,E,C,B,4,B,C,A,C,D,A,B,C,A,B,A,A,A,A,B,C,E,A
210062066721,2024,1,M,1,3,1,3,0,,1,2111300,São Luís,21,MA,G,E,D,D,2,A,D,A,C,C,B,A,B,A,B,B,A,C,B,B,B,C,E
